ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
91548,43,136.5,9,5869.5,23/01/2020,3285,Shipped,Ships,112,S24_1578,The Sharp Gifts Warehouse,5796306533,4658 Baden Av.,Salzburg,,Denmark,Cervantes,Catherine,Medium
91549,21,82.4,3,1730.4,03/03/2020,1566,Shipped,Motorcycles,102,S32_4485,"UK Collectables, Ltd.",3742928788,Fauntleroy Circus,Cowes,,USA,Tam,Juri,Large
91550,36,32.59,13,1173.2400000000002,05/11/2019,2885,Shipped,Classic Cars,80,S18_3278,Euro Shopping Channel,4980001419,Berkeley Gardens 12  Brewery,San Jose,,USA,Hernandez,Valarie,Medium
91551,45,100.3,10,4513.5,19/11/2019,1302,Shipped,Planes,65,S24_3420,Cambridge Collectables Co.,4776411634,897 Long Airport Avenue,Chatswood,,USA,Shimamura,Wendy,Medium
91552,25,118.68,1,2967.0,30/09/2019,800,Shipped,Trucks and Buses,54,S72_3212,Euro Shopping Channel,5414140309,11328 Douglas Av.,Pasadena,,France,Young,Jean,Medium
91553,25,45.39,7,1134.75,16/07/2018,2823,Shipped,Vintage Cars,74,S700_4002,"Corrida Auto Replicas, Ltd",1254715620,"Merchants House, 27-30 Merchant's Quay",Versailles,,Finland,Shimamura,Diego,Small
91554,22,105.33,5,2317.2599999999998,23/07/2019,1302,Shipped,Vintage Cars,99,S700_3962,Muscle Machine Inc,9205787406,"67, rue des Cinquante Otages",Oslo,,Finland,Nelson,Kalle,Small
91555,38,99.82,3,3793.16,20/11/2018,2225,Shipped,Vintage Cars,33,S24_1937,Tekni Collectables Inc.,1430368643,"265, boulevard Charonne",Philadelphia,,USA,Rovelli,Diego,Medium
91556,44,141.54,7,6227.759999999999,07/05/2019,2237,Shipped,Classic Cars,163,S18_2238,Land of Toys Inc.,6793860569,7586 Pompton St.,NYC,,Australia,Benitez,Janine,Medium
91557,55,100.48,6,5526.400000000001,02/12/2018,2146,Shipped,Classic Cars,69,S24_2360,La Rochelle Gifts,9005835434,Smagsloget 45,Chatswood,,USA,Dewey,Laurence,Small
91558,37,134.11,12,4962.070000000001,15/10/2019,600,Shipped,Vintage Cars,43,S50_1341,"Norway Gifts By Mail, Co.",5320520448,897 Long Airport Avenue,Brickhaven,,Singapore,King,Mary,Medium
91559,38,117.2,1,4453.6,01/03/2020,1340,Shipped,Planes,99,S700_3962,Mini Gifts Distributors Ltd.,5628524454,"Monitor Money Building, 815 Pacific Hwy",Kobenhavn,,Belgium,Hirano,Valarie,Small
91560,24,200.41,10,4809.84,26/11/2018,1850,Shipped,Planes,62,S18_3782,Mini Gifts Distributors Ltd.,1405879692,Keskuskatu 45,Bergen,,USA,Petersen,Henriette,Small
91561,24,85.1,7,2042.3999999999999,19/02/2019,2223,Shipped,Classic Cars,115,S12_4675,Euro Shopping Channel,4637719323,Hansastr. 15,Pasadena,,Australia,Frick,Kwai,Small
91562,21,139.31,1,2925.51,21/11/2018,2792,Shipped,Vintage Cars,33,S24_1937,Baane Mini Imports,2920859909,"C/ Moralzarzal, 86",San Rafael,,UK,Young,Dominique,Large
91563,26,126.39,1,3286.14,31/01/2020,1184,Cancelled,Classic Cars,62,S18_3782,"Australian Collectors, Co.",6202344952,"C/ Moralzarzal, 86",London,,Finland,Da Cunha,Adrian,Medium
91564,50,87.77,1,4388.5,20/11/2018,726,Shipped,Vintage Cars,151,S12_3148,Mini Gifts Distributors Ltd.,7031218234,4092 Furth Circle,Madrid,,Germany,Yu,Daniel,Medium
91565,49,167.65,9,8214.85,31/01/2018,1969,Cancelled,Classic Cars,168,S18_2795,"Anna's Decorations, Ltd",9697824757,361 Furth Circle,San Rafael,,USA,Lewis,Elizabeth,Small
91566,49,90.17,12,4418.33,28/10/2018,2433,Shipped,Classic Cars,121,S18_4600,Land of Toys Inc.,4575438397,Fauntleroy Circus,Bergen,,USA,Ashworth,Frederique,Small
91567,36,93.34,14,3360.2400000000002,17/03/2020,2716,Shipped,Classic Cars,147,S10_4962,"Australian Collectors, Co.",4544051145,Vinb'ltet 34,San Rafael,,Italy,Freyre,Kwai,Small
91568,20,59.87,10,1197.3999999999999,11/03/2019,2767,Shipped,Trains,49,S72_1253,"Toms Spezialitten, Ltd",1768374989,"Drammensveien 126 A, PB 744 Sentrum",Lyon,,Spain,Nelson,Francisca,Small
91569,27,85.54,1,2309.5800000000004,11/11/2018,1952,Shipped,Planes,170,S18_1749,Mini Gifts Distributors Ltd.,3364250708,2678 Kingston Rd.,NYC,,Italy,Freyre,Dean,Small
91570,21,113.82,3,2390.22,02/04/2019,1406,Shipped,Vintage Cars,80,S700_3167,Collectable Mini Designs Co.,5479069830,Berguvsvgen  8,Paris,,Australia,Bergulfsen,Paul,Small
91571,32,180.1,7,5763.2,12/01/2020,866,Shipped,Motorcycles,102,S18_1342,"AV Stores, Co.",5078150999,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Nantes,,Australia,Thompson,Mary,Small
91572,34,146.55,9,4982.700000000001,21/09/2018,2824,Shipped,Vintage Cars,169,S18_3232,Salzburg Collectables,1764769888,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",North Sydney,,USA,Freyre,Maurizio,Medium
91573,35,68.67,13,2403.4500000000003,20/07/2019,269,Shipped,Trucks and Buses,105,S18_3856,Gifts4AllAges.com,6893820176,Erling Skakkes gate 78,Madrid,,Austria,Young,Pirkko,Medium
91574,44,88.75,9,3905.0,12/01/2019,818,Shipped,Motorcycles,102,S18_1342,"Australian Collectors, Co.",7126412616,361 Furth Circle,Versailles,,Denmark,Freyre,Dan,Medium
91575,25,167.65,12,4191.25,15/11/2019,2437,Shipped,Classic Cars,168,S18_2795,"Tokyo Collectables, Ltd",6720371858,5677 Strong St.,Chatswood,,USA,Nelson,Sue,Medium
91576,43,33.23,7,1428.8899999999999,24/11/2019,2426,Shipped,Classic Cars,91,S700_1691,"Toms Spezialitten, Ltd",9384229110,567 North Pendale Street,Marseille,,Australia,Young,Sue,Medium
91577,48,87.64,8,4206.72,03/12/2019,1358,Shipped,Planes,109,S24_1785,"Toms Spezialitten, Ltd",1671349774,Vinb'ltet 34,San Rafael,,Philippines,Yu,Adrian,Medium
91578,21,54.45,1,1143.45,05/05/2019,1372,Shipped,Vintage Cars,102,S18_1342,"La Corne D'abondance, Co.",3460580748,4575 Hillside Dr.,Bergamo,,Italy,Huxley,Jeff,Medium
91579,26,56.12,1,1459.12,03/03/2018,1229,Shipped,Classic Cars,77,S18_1889,Royale Belge,7747108981,5677 Strong St.,Torino,,USA,Hernandez,Violeta,Small
91580,37,167.06,6,6181.22,16/10/2019,2057,Shipped,Vintage Cars,40,S32_2206,Reims Collectables,4384077455,"C/ Moralzarzal, 86",NYC,,Italy,Frick,Valarie,Medium
91581,48,132.02,3,6336.960000000001,05/12/2018,2218,Shipped,Trucks and Buses,54,S32_2509,La Rochelle Gifts,2137747638,Strada Provinciale 124,Stavern,,USA,Moroni,Marie,Medium
91582,46,152.07,10,6995.219999999999,19/02/2019,3101,Shipped,Vintage Cars,88,S24_3151,Euro Shopping Channel,1228158132,361 Furth Circle,Bergamo,,Italy,Tonini,Annette,Medium
91583,40,84.77,10,3390.7999999999997,02/07/2018,1371,Shipped,Classic Cars,79,S12_3990,L'ordine Souveniers,9956673953,9408 Furth Circle,San Jose,,Germany,Da Cunha,Anna,Medium
91584,42,88.0,8,3696.0,29/11/2019,1698,Shipped,Classic Cars,100,S18_3259,"AV Stores, Co.",8712881301,Berkeley Gardens 12  Brewery,Brickhaven,,USA,Yu,Wing C,Small
91585,36,125.61,7,4521.96,01/04/2020,2535,Shipped,Planes,101,S18_2949,Land of Toys Inc.,6602674807,8489 Strong St.,Bergen,,USA,Keitel,Diego,Medium
91586,30,116.67,5,3500.1,04/02/2019,1504,Shipped,Vintage Cars,68,S24_3949,Daedalus Designs Imports,9889437163,"Boulevard Tirou, 255",San Jose,,Switzerland,Tam,Jan,Medium
91587,20,93.49,7,1869.8,15/10/2019,1595,Shipped,Planes,173,S12_3891,Scandinavian Gift Ideas,5425148336,2678 Kingston Rd.,South Brisbane,,Norway,Natividad,Maurizio,Medium
91588,48,109.32,12,5247.36,30/03/2020,110,Resolved,Planes,141,S18_1129,Euro Shopping Channel,2399658268,"C/ Moralzarzal, 86",Liverpool,,USA,Lebihan,Elizabeth,Medium
91589,30,209.88,4,6296.4,01/03/2020,2755,Shipped,Vintage Cars,102,S32_4485,Classic Legends Inc.,3167250097,7586 Pompton St.,Manchester,,France,Ferguson,Juri,Medium
91590,22,70.08,8,1541.76,12/09/2018,862,Shipped,Vintage Cars,60,S18_2625,Euro Shopping Channel,7116831445,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Melbourne,,USA,Victorino,Valarie,Medium
91591,48,167.33,9,8031.84,31/05/2020,1803,Shipped,Trucks and Buses,80,S700_3167,Salzburg Collectables,4810442176,"C/ Moralzarzal, 86",Frankfurt,,Norway,Da Cunha,Ann,Medium
91592,64,182.89,4,11704.96,01/06/2019,2243,Shipped,Ships,136,S18_3140,Online Diecast Creations Co.,1604551959,"Boulevard Tirou, 255",Madrid,,USA,Henriot,Arnold,Small
91593,21,71.47,3,1500.87,14/10/2019,2573,Shipped,Vintage Cars,100,S700_3505,Mini Gifts Distributors Ltd.,1756795815,Strada Provinciale 124,Salzburg,,USA,Rovelli,Diego,Medium
91594,44,114.95,4,5057.8,13/04/2019,248,Shipped,Classic Cars,118,S12_4473,Mini Creations Ltd.,9330836086,9408 Furth Circle,Nashua,,France,Ferguson,Julie,Medium
91595,38,170.0,12,6460.0,17/08/2019,1729,Shipped,Classic Cars,53,S18_1367,"Toms Spezialitten, Ltd",1122300052,201 Miller Street,London,,Spain,Frick,Valarie,Small
91596,44,89.27,6,3927.8799999999997,17/10/2018,3452,Shipped,Vintage Cars,173,S12_3891,Mini Gifts Distributors Ltd.,2486412357,636 St Kilda Road,Nashua,,Spain,Holz,Rosa,Small
91597,41,192.62,2,7897.42,21/02/2019,2469,Shipped,Classic Cars,80,S700_3167,Motor Mint Distributors Inc.,2264175917,7586 Pompton St.,Vancouver,,Denmark,Pipps,William,Medium
91598,50,98.18,1,4909.0,05/11/2018,2554,Shipped,Trucks and Buses,146,S18_3482,"Tokyo Collectables, Ltd",9755080344,2678 Kingston Rd.,Helsinki,,Japan,Larsson,Arnold,Medium
91599,38,110.6,6,4202.8,22/10/2019,2099,Shipped,Trucks and Buses,168,S18_2795,"Corrida Auto Replicas, Ltd",8698094401,Smagsloget 45,Osaka,,Spain,Brown,Martine,Large
91600,25,49.3,10,1232.5,24/11/2019,3098,Shipped,Planes,109,S24_1785,Diecast Classics Inc.,5731566259,201 Miller Street,Brickhaven,,France,Holz,Matti,Small
91601,41,54.68,2,2241.88,05/11/2019,2227,Shipped,Planes,50,S24_1628,Mini Gifts Distributors Ltd.,5175005093,27 rue du Colonel Pierre Avia,Bridgewater,,USA,Lebihan,Jytte,Medium
91602,6,49.69,6,298.14,01/06/2019,2178,Shipped,Trucks and Buses,141,S18_1129,"La Corne D'abondance, Co.",9950701772,Torikatu 38,Manchester,,Spain,Hirano,Diego,Medium
91603,48,31.12,7,1493.76,05/11/2019,1562,Shipped,Classic Cars,72,S24_4278,Land of Toys Inc.,8851073766,897 Long Airport Avenue,Madrid,,USA,Hirano,Kalle,Medium
91604,49,90.39,8,4429.11,21/08/2019,1009,Shipped,Trucks and Buses,65,S24_3420,Gift Ideas Corp.,5359798862,5677 Strong St.,Espoo,,USA,Ferguson,Adrian,Small
91605,42,157.49,2,6614.58,17/08/2019,101,Shipped,Vintage Cars,102,S18_1342,Online Mini Collectables,4122417687,201 Miller Street,Frankfurt,,UK,Oeztan,Valarie,Medium
91606,32,130.83,4,4186.56,28/04/2018,2957,Shipped,Ships,60,S18_2625,Mini Gifts Distributors Ltd.,2603156999,"C/ Moralzarzal, 86",Madrid,,Belgium,Nelson,Jan,Medium
91607,22,63.76,11,1402.72,03/12/2019,1233,Cancelled,Ships,104,S18_3136,Euro Shopping Channel,4078243449,636 St Kilda Road,Paris,,Finland,Freyre,Miguel,Medium
91608,50,52.7,13,2635.0,11/02/2018,1080,Shipped,Planes,99,S700_2466,Osaka Souveniers Co.,9714556577,"C/ Moralzarzal, 86",Lyon,,Australia,Young,Jan,Small
91609,35,53.76,3,1881.6,31/01/2018,129,Shipped,Trucks and Buses,80,S24_4620,Herkku Gifts,7810622636,"265, boulevard Charonne",NYC,,France,Huxley,Valarie,Medium
91610,29,31.47,5,912.63,27/11/2018,1194,Shipped,Classic Cars,72,S700_2610,Vitachrome Inc.,6572965558,636 St Kilda Road,Aaarhus,,Denmark,Kuo,Michael,Medium
91611,36,63.38,2,2281.6800000000003,01/05/2020,2233,Shipped,Planes,170,S18_1749,Collectable Mini Designs Co.,8391049863,Kirchgasse 6,London,,USA,Frick,Palle,Small
91612,42,44.51,9,1869.4199999999998,19/07/2019,2617,Shipped,Trucks and Buses,194,S12_1099,Mini Creations Ltd.,6042765873,Vinb'ltet 34,Koln,,Germany,Oeztan,Laurence,Small
91613,46,98.0,4,4508.0,04/12/2019,3554,Shipped,Vintage Cars,85,S24_3191,"AV Stores, Co.",2597932011,201 Miller Street,Brisbane,,Spain,Saveley,Steve,Small
91614,24,93.95,5,2254.8,02/03/2019,2993,Shipped,Trucks and Buses,73,S24_1046,"Dragon Souveniers, Ltd.",3101228862,59 rue de l'Abbaye,San Jose,,USA,Pipps,Palle,Medium
91615,27,164.0,4,4428.0,18/03/2018,1078,Shipped,Classic Cars,60,S18_2432,"Toys of Finland, Co.",5003651493,897 Long Airport Avenue,Nantes,,USA,Bergulfsen,Diego,Large
91616,32,142.8,1,4569.6,01/03/2020,788,On Hold,Classic Cars,99,S700_2466,Rovelli Gifts,1495619087,636 St Kilda Road,San Jose,,UK,Pipps,Miguel,Large
91617,46,87.75,8,4036.5,11/03/2019,1753,Shipped,Classic Cars,80,S18_3278,Technics Stores Inc.,9252394841,782 First Street,Salzburg,,France,Nelson,Arnold,Small
91618,32,96.23,2,3079.36,03/03/2018,1580,Shipped,Ships,163,S18_2238,Toys4GrownUps.com,1509347795,"2, rue du Commerce",Bergamo,,USA,Hernandez,Michael,Medium
91619,21,114.44,6,2403.24,28/09/2018,2180,Shipped,Trucks and Buses,50,S24_1628,Handji Gifts& Co,3997602650,Berguvsvgen  8,Salzburg,,Norway,Berglund,Wing C,Medium
91620,24,144.6,8,3470.3999999999996,25/08/2018,2721,In Process,Trucks and Buses,57,S24_1444,"Iberia Gift Imports, Corp.",5837443140,5677 Strong St.,Madrid,,USA,Hernandez,Eric,Small
91621,31,49.22,2,1525.82,03/11/2019,760,Shipped,Vintage Cars,136,S10_4757,Mini Classics,4176294543,"C/ Moralzarzal, 86",Manchester,,Italy,Hernandez,Michael,Small
91622,55,119.46,6,6570.299999999999,29/05/2020,653,Shipped,Classic Cars,35,S24_2840,Quebec Home Shopping Network,9018091354,4092 Furth Circle,Singapore,,Norway,Pfalzheim,Marie,Medium
91623,22,41.72,14,917.8399999999999,19/08/2019,2277,Shipped,Motorcycles,80,S24_4620,Mini Gifts Distributors Ltd.,4574479403,"Software Engineering Center, SEC Oy",Minato-ku,,Denmark,Freyre,Diego,Small
91624,29,84.77,3,2458.33,02/12/2018,2656,Shipped,Trucks and Buses,122,S18_2319,"Stylish Desk Decors, Co.",9615926238,"Drammen 121, PR 744 Sentrum",Glendale,,France,Moroni,Matti,Medium
91625,25,89.46,6,2236.5,15/03/2019,1821,Shipped,Trucks and Buses,41,S24_3969,Euro Shopping Channel,9976968242,"C/ Moralzarzal, 86",Boras,,USA,Thompson,Pirkko,Small
91626,49,97.89,2,4796.61,06/11/2018,1586,Shipped,Classic Cars,72,S24_4278,Suominen Souveniers,8376263191,567 North Pendale Street,Paris,,France,Fernandez,Roland,Small
91627,49,95.95,13,4701.55,04/11/2019,173,Shipped,Motorcycles,101,S18_2949,Marta's Replicas Co.,1418773346,Geislweg 14,Helsinki,,USA,Saavedra,Jeff,Small
91628,47,87.06,6,4091.82,29/11/2019,591,Shipped,Planes,118,S700_2834,"Anna's Decorations, Ltd",8485197385,3086 Ingle Ln.,Bergamo,,UK,Connery,Pirkko,Small
91629,49,45.46,4,2227.54,02/08/2019,2017,On Hold,Vintage Cars,54,S72_3212,Baane Mini Imports,4660775413,782 First Street,Philadelphia,,Spain,Ferguson,Janine,Small
91630,20,78.89,1,1577.8,21/10/2019,788,Shipped,Trucks and Buses,109,S24_1785,Euro Shopping Channel,5590305151,39323 Spinnaker Dr.,Philadelphia,,UK,Tam,Yoshi,Small
91631,50,76.0,6,3800.0,06/10/2018,416,Shipped,Vintage Cars,68,S24_3949,Daedalus Designs Imports,2548433659,"67, rue des Cinquante Otages",San Rafael,,Norway,Freyre,Michael,Medium
91632,44,115.37,5,5076.280000000001,31/05/2020,2545,Shipped,Trucks and Buses,43,S50_1341,"Vida Sport, Ltd",5749827936,"C/ Moralzarzal, 86",Madrid,,USA,Hirano,Giovanni,Medium
91633,42,112.74,7,4735.08,19/09/2018,3209,Shipped,Classic Cars,127,S24_2300,Vitachrome Inc.,6445461809,Via Ludovico il Moro 22,San Jose,,Switzerland,Hirano,Mart¡n,Small
91634,27,80.55,6,2174.85,15/11/2019,3262,Shipped,Motorcycles,91,S700_1691,Heintze Collectables,7915941829,120 Hanover Sq.,Manchester,,Spain,Rovelli,Valarie,Medium
91635,23,48.7,5,1120.1000000000001,12/01/2020,1566,Shipped,Motorcycles,101,S700_2824,"Toms Spezialitten, Ltd",4247935275,Lyonerstr. 34,Singapore,,USA,Freyre,Jeff,Medium
91636,35,75.17,3,2630.9500000000003,17/11/2019,2700,Shipped,Classic Cars,141,S18_3685,Enaco Distributors,9882538322,5677 Strong St.,Versailles,,USA,Ashworth,Sean,Large
91637,25,148.99,7,3724.75,07/11/2018,3053,Shipped,Planes,104,S18_3136,Enaco Distributors,8546543023,27 rue du Colonel Pierre Avia,Helsinki,,Spain,Tam,Valarie,Medium
91638,40,132.55,6,5302.0,15/10/2019,829,Shipped,Classic Cars,54,S72_3212,Marseille Mini Autos,3686455229,"25, rue Lauriston",Espoo,,France,Rovelli,Victoria,Small
91639,31,106.87,10,3312.9700000000003,24/06/2019,2956,Shipped,Vintage Cars,99,S700_2466,Danish Wholesale Imports,8004162368,5677 Strong St.,Cambridge,,Japan,Saavedra,Peter,Small
91640,21,161.36,3,3388.5600000000004,10/03/2018,1524,Shipped,Vintage Cars,100,S18_3259,Heintze Collectables,5979549489,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Pasadena,,USA,Keitel,Valarie,Medium
91641,25,80.55,14,2013.75,22/04/2020,2160,Shipped,Motorcycles,91,S700_1691,West Coast Collectables Co.,9474889301,Smagsloget 45,White Plains,,France,O'Hara,Martine,Medium
91642,41,88.75,14,3638.75,15/11/2019,3168,Shipped,Trucks and Buses,136,S10_4757,Tekni Collectables Inc.,4235281727,"C/ Moralzarzal, 86",Chatswood,,Philippines,Lebihan,Daniel,Small
91643,33,205.89,7,6794.37,30/08/2019,2076,Shipped,Trucks and Buses,140,S24_3856,Marseille Mini Autos,4952733038,"C/ Moralzarzal, 86",Graz,,Denmark,Lebihan,Peter,Small
91644,39,69.16,13,2697.24,01/07/2018,3046,Shipped,Classic Cars,99,S700_3962,Atelier graphique,4959349464,7586 Pompton St.,Boston,,UK,Huxley,Mart¡n,Medium
91645,28,138.04,6,3865.12,20/01/2020,1008,In Process,Vintage Cars,118,S10_2016,La Rochelle Gifts,7160006337,39323 Spinnaker Dr.,Madrid,,Belgium,Rovelli,Mary,Medium
91646,32,90.37,3,2891.84,04/03/2020,2322,Shipped,Planes,115,S12_4675,Mini Auto Werke,7757137711,Garden House Crowther Way,NYC,,Spain,Hirano,Paul,Small
91647,30,118.66,9,3559.7999999999997,10/01/2020,2126,Shipped,Trains,62,S18_3782,Alpha Cognac,6992523895,Village Close - 106 Linden Road Sandown,San Rafael,,France,Karttunen,Diego,Medium
91648,44,50.33,13,2214.52,11/09/2018,1044,Shipped,Motorcycles,33,S24_1937,Danish Wholesale Imports,9352970492,"Monitor Money Building, 815 Pacific Hwy",Pasadena,,USA,Bertrand,Peter,Small
91649,40,66.19,10,2647.6,31/01/2018,2516,Shipped,Classic Cars,72,S24_4278,"UK Collectables, Ltd.",1770600353,27 rue du Colonel Pierre Avia,San Jose,,Australia,Freyre,Diego,Small
91650,20,76.61,6,1532.2,04/08/2019,221,Shipped,Motorcycles,37,S24_2972,Mini Gifts Distributors Ltd.,4251881278,1785 First Street,Toulouse,,Singapore,Yu,Mart¡n,Small
91651,47,80.95,4,3804.65,12/09/2018,3078,Shipped,Ships,163,S18_2238,The Sharp Gifts Warehouse,7173407079,636 St Kilda Road,Koln,,USA,Young,Michael,Small
91652,18,136.28,5,2453.04,28/06/2019,801,Shipped,Vintage Cars,54,S32_2509,"Norway Gifts By Mail, Co.",3592212633,5677 Strong St.,NYC,,USA,Nelson,Arnold,Small
91653,29,180.01,5,5220.29,03/11/2019,3526,Shipped,Ships,76,S24_2000,"Australian Collectors, Co.",8608234047,8616 Spinnaker Dr.,Gensve,,Spain,Freyre,Marie,Small
91654,50,122.62,9,6131.0,06/07/2019,2913,Shipped,Classic Cars,80,S700_3167,Technics Stores Inc.,4405250027,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",London,,Canada,Moroni,Diego,Medium
91655,46,100.77,1,4635.42,12/04/2019,221,Shipped,Classic Cars,143,S18_4027,Handji Gifts& Co,2196333689,5677 Strong St.,Brickhaven,,Singapore,Tseng,Helen,Small
91656,34,57.73,1,1962.82,11/11/2018,2092,Shipped,Trucks and Buses,122,S24_2011,L'ordine Souveniers,6463130851,23 Tsawassen Blvd.,Stavern,,Spain,Freyre,Juri,Medium
91657,33,76.88,13,2537.04,01/03/2020,528,Shipped,Classic Cars,118,S12_4473,Signal Gift Stores,7460760092,5677 Strong St.,Makati City,,Spain,Taylor,Diego,Small
91658,34,48.7,14,1655.8000000000002,05/11/2018,663,Shipped,Vintage Cars,84,S18_2581,Euro Shopping Channel,2073846414,"Software Engineering Center, SEC Oy",Madrid,,USA,Donnermeyer,Paolo,Medium
91659,34,72.23,12,2455.82,19/08/2019,2559,Shipped,Vintage Cars,151,S12_3148,"Royal Canadian Collectables, Ltd.",5886949724,Kirchgasse 6,Bridgewater,,Singapore,Lebihan,Pirkko,Small
91660,25,92.94,3,2323.5,01/03/2020,141,Shipped,Motorcycles,151,S12_3148,Mini Gifts Distributors Ltd.,1275996704,"67, rue des Cinquante Otages",Chatswood,,USA,Yu,Peter,Medium
91661,24,136.5,7,3276.0,17/06/2019,1541,On Hold,Ships,68,S24_2841,Mini Gifts Distributors Ltd.,2816989704,"Monitor Money Building, 815 Pacific Hwy",New Bedford,,Italy,Huxley,Anna,Medium
91662,29,131.49,8,3813.21,16/04/2018,3004,Shipped,Trucks and Buses,33,S24_1937,Reims Collectables,7161060209,Berkeley Gardens 12  Brewery,San Rafael,,France,Benitez,Marta,Large
91663,29,105.18,6,3050.2200000000003,04/02/2019,1096,Shipped,Classic Cars,79,S12_3990,"UK Collectables, Ltd.",4462920182,3086 Ingle Ln.,New Bedford,,Spain,King,Elizabeth,Small
91664,29,45.86,3,1329.94,05/10/2018,1880,Shipped,Vintage Cars,100,S700_3505,FunGiftIdeas.com,6040693821,Village Close - 106 Linden Road Sandown,Philadelphia,,USA,Accorti,William,Medium
91665,36,87.69,8,3156.84,02/12/2019,190,Shipped,Vintage Cars,168,S18_2795,"Oulu Toy Supplies, Inc.",2129379567,"Drammen 121, PR 744 Sentrum",Nantes,,USA,Young,Rosa,Medium
91666,38,113.9,14,4328.2,08/05/2018,2420,Shipped,Vintage Cars,102,S32_4485,Land of Toys Inc.,4278044050,31 Duncan St. West End,Tsawassen,,Canada,Freyre,Kee,Medium
91667,48,78.0,1,3744.0,16/09/2019,2210,Shipped,Trucks and Buses,86,S700_1938,Gift Depot Inc.,4603301797,"C/ Moralzarzal, 86",Minato-ku,,USA,Frick,Valarie,Small
91668,45,125.01,6,5625.45,03/05/2020,678,Shipped,Classic Cars,54,S32_2509,La Rochelle Gifts,5230017306,Mehrheimerstr. 369,Gensve,,Switzerland,Henriot,Christina,Medium
91669,42,71.25,12,2992.5,08/04/2020,2282,Shipped,Classic Cars,54,S32_2509,The Sharp Gifts Warehouse,1175211227,3086 Ingle Ln.,Helsinki,,USA,King,Sean,Small
91670,32,66.49,2,2127.68,28/05/2018,3314,Shipped,Trains,79,S12_3990,Gift Depot Inc.,6318388550,Geislweg 14,Oulu,,USA,Natividad,Valarie,Small
91671,36,69.28,3,2494.08,06/06/2018,1897,Shipped,Classic Cars,41,S24_3969,Euro Shopping Channel,6323146506,"12, rue des Bouchers",Bergen,,France,Sommer,Christina,Large
91672,42,88.0,7,3696.0,17/08/2019,641,Shipped,Motorcycles,50,S24_1628,Amica Models & Co.,3224097804,2-2-8 Roppongi,Madrid,,Finland,Freyre,Laurence,Medium
91673,20,99.41,14,1988.1999999999998,29/01/2018,3263,Shipped,Planes,61,S24_3371,"Double Decker Gift Stores, Ltd",2470285998,Lyonerstr. 34,Charleroi,,Spain,Nelson,Henriette,Small
91674,26,50.33,13,1308.58,15/03/2019,2667,Shipped,Classic Cars,121,S18_4600,La Rochelle Gifts,4507089162,78934 Hillside Dr.,San Rafael,,Germany,Bergulfsen,Diego,Large
91675,42,76.0,8,3192.0,09/12/2018,2031,Shipped,Classic Cars,81,S50_4713,Mini Gifts Distributors Ltd.,2657889706,Via Monte Bianco 34,Lyon,,Switzerland,Frick,Jean,Small
91676,46,60.97,2,2804.62,25/08/2018,1745,Shipped,Motorcycles,95,S10_1678,Super Scale Inc.,7327723125,897 Long Airport Avenue,Stavern,,Norway,Koskitalo,Elizabeth,Medium
